PartNumber,Description,Brand,SuggestedRetail,Cost,Length,Width,Height,Weight,QtyAvail,UPC,Jobber,AAIACode,MapPrice,VendorMSRP,AirRestricted,StateRestricted,TruckFrtOnly,ManufacturerPart,ShipAlone,Status,MotorStateNotes,CanadaRestricted,AcquiredDate,Image URL,Category Level 1,Category Level 2,Category Level 3,Long Description(150)
PTR09-1393,REMOTE FILTER MT 3/4 -16 ,PETERSON FLUID,214.99,176.12,,,,,2,,176.12,BJGB,,237.44,NO,,NO,09-1393,NO,S,,NO,11/1/2023,https://msimg.blob.core.windows.net/product/PTR09-1393.jpg,Engines and Components,Oiling Systems,Oil Filter Relocation Kits and Components,Oil Filter Mount - 12 AN Male Ports - 3/4-16 in Center Thread - Firewall Mount - Aluminum - Black Anodized - Universal - Each
PTR09-1394,REMOTE FILTER MT 1-1/2in  -12,PETERSON FLUID,248.99,203.96,6.5,6.2,4.6,1.4,1,,203.96,BJGB,,274.94,NO,,NO,09-1394,NO,S,,NO,11/7/2023,https://msimg.blob.core.windows.net/product/PTR09-1394.jpg,Engines and Components,Oiling Systems,Oil Filter Relocation Kits and Components,Oil Filter Mount - 10 AN Male Ports - 1-1/2-12 in Center Thread - Firewall Mount - Aluminum - Black Anodized - Universal - Each
PTR09-1395,Remote Filter Mount 1-1/2in,PETERSON FLUID,248.99,203.96,6.35,6.25,4.7,1.465,1,,203.96,BJGB,,274.94,NO,,NO,09-1395,NO,S,,NO,11/1/2023,https://msimg.blob.core.windows.net/product/PTR09-1395.jpg,Engines and Components,Oiling Systems,Oil Filter Relocation Kits and Components,Oil Filter Mount - 12 AN Male Ports - 1-1/2-12 in Center Thread - Firewall Mount - Aluminum - Black Anodized - Universal - Each
PYPSFM91MS,24-   Mustang Pype Bomb Exhaust Chrome,PYPES PERFORMANCE EXHAUST,422.75,330.27,34.5,14.5,9,19,1,,407.74,FSJC,,,NO,,NO,SFM91MS,NO,S,,NO,11/28/2023,https://msimg.blob.core.windows.net/product/PYPSFM91MS.jpg,Exhaust,"Exhaust Pipes, Systems and Components",Exhaust Systems,Exhaust System - Pype Bomb - Axle-Back - 2-1/2 in Diameter - 4 in Tips - Stainless - Chrome - Ford Mustang 2024 - Kit
PYPSFM91MSB,24-   Mustang Pype Bomb Exhaust Black,PYPES PERFORMANCE EXHAUST,436.75,341.34,34.5,14.5,9,19,1,,421.41,FSJC,,,NO,,NO,SFM91MSB,NO,S,,NO,11/28/2023,https://msimg.blob.core.windows.net/product/PYPSFM91MSB.jpg,Exhaust,"Exhaust Pipes, Systems and Components",Exhaust Systems,Exhaust System - Pype Bomb - Axle-Back - 2-1/2 in Diameter - 4 in Tips - Stainless - Black Powder Coat - Ford Mustang 2024 - Kit
PYPSFM92MS,24-   Mustang Touring Axleback Exhaust Chrome,PYPES PERFORMANCE EXHAUST,513.75,401.94,35.2,16.5,11,28,1,,496.22,FSJC,,,NO,,NO,SFM92MS,NO,S,,NO,11/28/2023,https://msimg.blob.core.windows.net/product/PYPSFM92MS.jpg,Exhaust,"Exhaust Pipes, Systems and Components",Exhaust Systems,Exhaust System - Street Pro Touring - Axle-Back - 2-1/2 in Diameter - 3 in Tips - Stainless - Chrome - Ford Mustang 2024 - Kit
PYPSFM92MSB,24-   Mustang Touring Axleback Exhaust Black,PYPES PERFORMANCE EXHAUST,553.75,433.2,35.5,16.25,11,28,1,,534.82,FSJC,,,NO,,NO,SFM92MSB,NO,S,,NO,11/28/2023,https://msimg.blob.core.windows.net/product/PYPSFM92MSB.jpg,Exhaust,"Exhaust Pipes, Systems and Components",Exhaust Systems,Exhaust System - Street Pro Touring - Axle-Back - 2-1/2 in Diameter - 3 in Tips - Stainless - Black Powder Coat - Ford Mustang 2024 - Kit
PYRAR100020,Arm Restraints Black ,PYROTECT,39,27.97,9.05,7,1.9,1.035,2,,31.2,GQJW,39,39,NO,,NO,AR100020,NO,S,,NO,,https://msimg.blob.core.windows.net/product/PYRAR100020.jpg,Safety Equipment,Safety Restraints,Arm Restraints,Arm Restraint Harness - Y-Strap - Padded Arm Bands - Nylon - Black - Adult - Kit
PYRBA100020,Harness Pads Black Nomex,PYROTECT,29,19.97,12,8,6,1,0,,23.2,GQJW,29,29,NO,,NO,BA100020,NO,S,,NO,,https://msimg.blob.core.windows.net/product/PYRBA100020.jpg,Safety Equipment,Safety Restraints,Seat Belt and Harness Pads,Harness Pad - Fire Retardant - Pyrotect Logo - Nomex - Black - Pair
PYRGB100020,Gear Bag Black 3 Compartment,PYROTECT,69,47.97,12.9,12.5,3.9,1.9,2,,55.2,GQJW,69,69,NO,,NO,GB100020,NO,S,,NO,,https://msimg.blob.core.windows.net/product/PYRGB100020.jpg,Promotional Collectables and Apparel,Apparel,Gear Bags,Gear Bag - 26 in Long x 12 in Wide x 13 in Deep - Zipper / Buckle Closure - Backup / Shoulder Strap - Pyrotect Racing Gear Logo - Nylon - Black - Each
PYRGB110020,Gear Bag Black 6 Compartment,PYROTECT,49,34.97,23.3,14.5,1.4,2.45,1,,39.2,GQJW,49,49,NO,,NO,GB110020,NO,S,,NO,,https://msimg.blob.core.windows.net/product/PYRGB110020.jpg,Promotional Collectables and Apparel,Apparel,Gear Bags,Gear Bag - 21 in Long x 16 in Wide x 13 in Deep - Zipper Closure - Shoulder Strap - Pyrotect Logo - Nylon - Black / Red - Each
PYRGP200320,Glove PRO 2 Layer Black Medium SFI-5,PYROTECT,99,68.97,11.1,5.2,1,0.2,2,,79.2,GQJW,99,99,NO,,NO,GP200320,NO,S,,NO,,https://msimg.blob.core.windows.net/product/PYRGP200320.jpg,Safety Equipment,Safety Clothing,Driving Gloves,Gloves - Driving - SFI 3.3/5 - Double Layer - Pro Reverse Stitch - Nomex - Black - Medium - Pair
PYRGP200420,Glove PRO 2 Layer Black Large SFI-5,PYROTECT,99,68.97,10.4,5,1,0.25,2,,79.2,GQJW,99,99,NO,,NO,GP200420,NO,S,,NO,,https://msimg.blob.core.windows.net/product/PYRGP200420.jpg,Safety Equipment,Safety Clothing,Driving Gloves,Gloves - Driving - SFI 3.3/5 - Double Layer - Pro Reverse Stitch - Nomex - Black - Large - Pair
PYRGP200520,Glove PRO 2 Layer Black X-Large SFI-5,PYROTECT,99,68.97,12.7,5.7,0.9,0.3,2,,79.2,GQJW,99,99,NO,,NO,GP200520,NO,S,,NO,,https://msimg.blob.core.windows.net/product/PYRGP200520.jpg,Safety Equipment,Safety Clothing,Driving Gloves,Gloves - Driving - SFI 3.3/5 - Double Layer - Pro Reverse Stitch - Nomex - Black - X-Large - Pair
PYRGP230320,Glove PRO 2 Layer White Medium SFI-5,PYROTECT,99,68.97,13.2,5.8,1.65,0.26,2,,79.2,GQJW,99,99,NO,,NO,GP230320,NO,S,,NO,,https://msimg.blob.core.windows.net/product/PYRGP230320.jpg,Safety Equipment,Safety Clothing,Driving Gloves,Gloves - Driving - SFI 3.3/5 - Double Layer - Pro Reverse Stitch - Nomex - White / Black - Medium - Pair
PYRGP230420,Glove PRO 2 Layer White Large SFI-5,PYROTECT,99,68.97,12.6,5.65,1.75,0.265,3,,79.2,GQJW,99,99,NO,,NO,GP230420,NO,S,,NO,,https://msimg.blob.core.windows.net/product/PYRGP230420.jpg,Safety Equipment,Safety Clothing,Driving Gloves,Gloves - Driving - SFI 3.3/5 - Double Layer - Pro Reverse Stitch - Nomex - White / Black - Large - Pair
PYRGP230520,Glove PRO 2 Layer White X-Large SFI-5,PYROTECT,99,68.97,13.25,5.9,1.5,0.285,2,,79.2,GQJW,99,99,NO,,NO,GP230520,NO,S,,NO,,https://msimg.blob.core.windows.net/product/PYRGP230520.jpg,Safety Equipment,Safety Clothing,Driving Gloves,Gloves - Driving - SFI 3.3/5 - Double Layer - Pro Reverse Stitch - Nomex - White / Black - X-Large - Pair
PYRGS100320,Glove Sport 1 Layer Blk Medium SFI-1,PYROTECT,49,34.97,12.85,5.65,1.15,0.17,1,,39.2,GQJW,49,49,NO,,NO,GS100320,NO,S,,NO,,https://msimg.blob.core.windows.net/product/PYRGS100320.jpg,Safety Equipment,Safety Clothing,Driving Gloves,Gloves - Driving - SFI 3.3/1 - Single Layer - Sport - Nomex - Black - Medium - Pair
PYRGS100420,Glove Sport 1 Layer Blk Large SFI-1,PYROTECT,49,34.97,13.15,5.65,1.25,0.175,2,,39.2,GQJW,49,49,NO,,NO,GS100420,NO,S,,NO,,https://msimg.blob.core.windows.net/product/PYRGS100420.jpg,Safety Equipment,Safety Clothing,Driving Gloves,Gloves - Driving - SFI 3.3/1 - Single Layer - Sport - Nomex - Black - Large - Pair
PYRGS100520,Glove Sport 1 Layer Blk X-Large SFI-1,PYROTECT,49,34.97,13.35,5.9,1.3,0.19,2,,39.2,GQJW,49,49,NO,,NO,GS100520,NO,S,,NO,,https://msimg.blob.core.windows.net/product/PYRGS100520.jpg,Safety Equipment,Safety Clothing,Driving Gloves,Gloves - Driving - SFI 3.3/1 - Single Layer - Sport - Nomex - Black - X-Large - Pair
PYRGS200320,Glove Sport 2 Layer Blk Medium SFI-5,PYROTECT,79,54.97,12.9,5.85,1.5,0.26,2,,63.2,GQJW,79,79,NO,,NO,GS200320,NO,S,,NO,,https://msimg.blob.core.windows.net/product/PYRGS200320.jpg,Safety Equipment,Safety Clothing,Driving Gloves,Gloves - Driving - SFI 3.3/5 - Double Layer - Sport - Nomex - Black - Medium - Pair
PYRGS200420,Glove Sport 2 Layer Blk Large SFI-5,PYROTECT,79,54.97,13.4,5.85,5.75,0.28,2,,63.2,GQJW,79,79,NO,,NO,GS200420,NO,S,,NO,,https://msimg.blob.core.windows.net/product/PYRGS200420.jpg,Safety Equipment,Safety Clothing,Driving Gloves,Gloves - Driving - SFI 3.3/5 - Double Layer - Sport - Nomex - Black - Large - Pair
PYRGS200520,Glove Sport 2 Layer Blk X-Large SFI-5,PYROTECT,79,54.97,13.25,5.7,1.5,0.29,2,,63.2,GQJW,79,79,NO,,NO,GS200520,NO,S,,NO,,https://msimg.blob.core.windows.net/product/PYRGS200520.jpg,Safety Equipment,Safety Clothing,Driving Gloves,Gloves - Driving - SFI 3.3/5 - Double Layer - Sport - Nomex - Black - X-Large - Pair
PYRGS240320,Glove Sport 2 Layer Blk /Red Med SFI-5,PYROTECT,89,61.97,13.35,5.7,1.55,0.265,2,,71.2,GQJW,89,89,NO,,NO,GS240320,NO,S,,NO,,https://msimg.blob.core.windows.net/product/PYRGS240320.jpg,Safety Equipment,Safety Clothing,Driving Gloves,Gloves - Driving - SFI 3.3/5 - Double Layer - Sport Reverse Stitch - Nomex - Black / Red - Medium - Pair
PYRGS240420,Glove Sport 2 Layer Blk/ Red Large SFI-5,PYROTECT,89,61.97,13.35,5.6,1.4,0.265,2,,71.2,GQJW,89,89,NO,,NO,GS240420,NO,S,,NO,,https://msimg.blob.core.windows.net/product/PYRGS240420.jpg,Safety Equipment,Safety Clothing,Driving Gloves,Gloves - Driving - SFI 3.3/5 - Double Layer - Sport Reverse Stitch - Nomex - Black / Red - Large - Pair
PYRGS240520,Glove Sport 2 Layer Blk/ Red X-Large SFI-5,PYROTECT,89,61.97,13.6,5.7,1.4,0.275,2,,71.2,GQJW,89,89,NO,,NO,GS240520,NO,S,,NO,,https://msimg.blob.core.windows.net/product/PYRGS240520.jpg,Safety Equipment,Safety Clothing,Driving Gloves,Gloves - Driving - SFI 3.3/5 - Double Layer - Sport Reverse Stitch - Nomex - Black / Red - X-Large - Pair
PYRHB100020,Helmet Bag Black ,PYROTECT,25,17.97,10.4,7.9,2.2,0.85,1,,20,GQJW,25,25,NO,,NO,HB100020,NO,S,,NO,,https://msimg.blob.core.windows.net/product/PYRHB100020.jpg,Safety Equipment,Helmets and Accessories,Helmet Bags,Helmet Bag - Fleece Lined - Zipper Closure - Nylon - Black - Each
PYRHB100220,Helmet Bag XL Expandable Top,PYROTECT,49,34.97,18.3,15.65,3.35,1.04,2,,39.2,GQJW,49,49,NO,,NO,HB100220,NO,S,,NO,,https://msimg.blob.core.windows.net/product/PYRHB100220.jpg,Safety Equipment,Helmets and Accessories,Helmet Bags,Helmet Bag - Gear Pak XL - 4 in Expandable Top - Fleece Lined - Zipper Closure - Nylon - Black / Silver - Each
PYRHB100320,Helmet Bag XXL Expandable Top,PYROTECT,69,47.97,18,15,8,3,0,,55.2,GQJW,69,69,NO,,NO,HB100320,NO,S,,NO,,https://msimg.blob.core.windows.net/product/PYRHB100320.jpg,Safety Equipment,Helmets and Accessories,Helmet Bags,Helmet Bag - Gear Pak XXL - 4 in Expandable Top - Head and Neck Restraint Compartment - Fleece Lined - Zipper Closure - Nylon - Black / Silver - Each
PYRHB622320,Helmet Ultra Flat Black Medium Mid-Air SA2020,PYROTECT,499,346.97,14.8,11.2,10.8,5.3,2,,399.2,GQJW,499,499,NO,,NO,HB622320,NO,S,,NO,,https://msimg.blob.core.windows.net/product/PYRHB622320.jpg,Safety Equipment,Helmets and Accessories,Helmets,Helmet - Ultra Sport - Full Face - Snell SA2020 - Head and Neck Support Ready - Flat Black - Medium - Each
PYRHB622420,Helmet Ultra Flat Black Large Mid-Air SA2020,PYROTECT,499,346.97,14.7,11.2,10.8,5.15,2,,399.2,GQJW,499,499,NO,,NO,HB622420,NO,S,,NO,,https://msimg.blob.core.windows.net/product/PYRHB622420.jpg,Safety Equipment,Helmets and Accessories,Helmets,Helmet - Ultra Sport - Full Face - Snell SA2020 - Head and Neck Support Ready - Flat Black - Large - Each
PYRHB622520,Helmet Ultra Flat Black X-Large Mid-Air SA2020,PYROTECT,499,346.97,14.8,11.2,10.9,5.4,1,,399.2,GQJW,499,499,NO,,NO,HB622520,NO,S,,NO,,https://msimg.blob.core.windows.net/product/PYRHB622520.jpg,Safety Equipment,Helmets and Accessories,Helmets,Helmet - Ultra Sport - Full Face - Snell SA2020 - Head and Neck Support Ready - Flat Black - X-Large - Each
PYRHB946320,Helmet Pro Flat Black Medium Mid-Air SA2020,PYROTECT,599,415.97,14.8,11.2,10.8,5.2,1,,479.2,GQJW,599,599,NO,,NO,HB946320,NO,S,,NO,,https://msimg.blob.core.windows.net/product/PYRHB946320.jpg,Safety Equipment,Helmets and Accessories,Helmets,Helmet - Pro Air Flow Vortex - Full Face - Snell SA2020 - Head and Neck Support Ready - Flat Black - Medium - Each
PYRHB946420,Helmet Pro Flat Black Large Mid-Air SA2020,PYROTECT,599,415.97,14.7,11.2,10.9,5.05,2,,479.2,GQJW,599,599,NO,,NO,HB946420,NO,S,,NO,,https://msimg.blob.core.windows.net/product/PYRHB946420.jpg,Safety Equipment,Helmets and Accessories,Helmets,Helmet - Pro Air Flow Vortex - Full Face - Snell SA2020 - Head and Neck Support Ready - Flat Black - Large - Each
PYRHB946520,Helmet Pro Flat Black X-Large Mid-Air SA2020,PYROTECT,599,415.97,15,11.2,10.8,5.35,2,,479.2,GQJW,599,599,NO,,NO,HB946520,NO,S,,NO,,https://msimg.blob.core.windows.net/product/PYRHB946520.jpg,Safety Equipment,Helmets and Accessories,Helmets,Helmet - Pro Air Flow Vortex - Full Face - Snell SA2020 - Head and Neck Support Ready - Flat Black - X-Large - Each
PYRHC705320,Helmet Pro Flat Carbon Medium Mid-Air SA2020,PYROTECT,939,652.97,15,13,13,6.2,0,,751.2,GQJW,939,939,NO,,NO,HC705320,NO,S,,NO,,https://msimg.blob.core.windows.net/product/PYRHC705320.jpg,Safety Equipment,Helmets and Accessories,Helmets,Helmet - Pro Air Flow Vortex - Full Face - Snell SA2020 - Head and Neck Support Ready - Carbon Fiber - Medium - Each
PYRHC705420,Helmet Pro Flat Carbon Large Mid-Air SA2020,PYROTECT,939,652.97,15,13,13,6.2,0,,751.2,GQJW,939,939,NO,,NO,HC705420,NO,S,,NO,,https://msimg.blob.core.windows.net/product/PYRHC705420.jpg,Safety Equipment,Helmets and Accessories,Helmets,Helmet - Pro Air Flow Vortex - Full Face - Snell SA2020 - Head and Neck Support Ready - Carbon Fiber - Large - Each
PYRHC705520,Helmet Pro Flat Carbon X-Large Mid-Air SA2020,PYROTECT,939,652.97,15.2,12.5,12.1,6.05,1,,751.2,GQJW,939,939,NO,,NO,HC705520,NO,S,,NO,11/6/2023,https://msimg.blob.core.windows.net/product/PYRHC705520.jpg,Safety Equipment,Helmets and Accessories,Helmets,Helmet - Pro Air Flow Vortex - Full Face - Snell SA2020 - Head and Neck Support Ready - Carbon Fiber - X-Large - Each
PYRHC720320,Helmet Ultra Carbon Blk Medium Mid-Air SA2020,PYROTECT,799,554.97,14.8,11.2,10.8,4.65,2,,639.2,GQJW,799,799,NO,,NO,HC720320,NO,S,,NO,,https://msimg.blob.core.windows.net/product/PYRHC720320.jpg,Safety Equipment,Helmets and Accessories,Helmets,Helmet - Ultra Sport - Full Face - Snell SA2020 - Head and Neck Support Ready - Carbon Fiber - Medium - Each
PYRHC720420,Helmet Ultra Carbon Blk Large Mid-Air SA2020,PYROTECT,799,554.97,14.6,11.1,10.8,4.65,1,,639.2,GQJW,799,799,NO,,NO,HC720420,NO,S,,NO,,https://msimg.blob.core.windows.net/product/PYRHC720420.jpg,Safety Equipment,Helmets and Accessories,Helmets,Helmet - Ultra Sport - Full Face - Snell SA2020 - Head and Neck Support Ready - Carbon Fiber - Large - Each
PYRHC720520,Helmet Ultra Carbon Blk X-Large Mid-Air SA2020,PYROTECT,799,554.97,15.1,11.5,11.1,4.715,2,,639.2,GQJW,799,799,NO,,NO,HC720520,NO,S,,NO,,https://msimg.blob.core.windows.net/product/PYRHC720520.jpg,Safety Equipment,Helmets and Accessories,Helmets,Helmet - Ultra Sport - Full Face - Snell SA2020 - Head and Neck Support Ready - Carbon Fiber - X-Large - Each
PYRHS200020,Shield UltraSport Clear ,PYROTECT,49,34.97,10,6,5,0.35,1,,39.2,GQJW,49,49,NO,,NO,HS200020,NO,S,,NO,,https://msimg.blob.core.windows.net/product/PYRHS200020.jpg,Safety Equipment,Helmets and Accessories,Helmet Shields,Helmet Shield - Clear - Pyrotect Ultra Sport Helmet - Each
PYRHS200220,Shield UltraSport Dark Tint,PYROTECT,49,34.97,10,6,5,0.35,8,,39.2,GQJW,49,49,NO,,NO,HS200220,NO,S,,NO,,https://msimg.blob.core.windows.net/product/PYRHS200220.jpg,Safety Equipment,Helmets and Accessories,Helmet Shields,Helmet Shield - Dark Smoke - Pyrotect Ultra Sport Helmet - Each
PYRHS200320,Shield UltraSport Amber ,PYROTECT,49,34.97,10,6,5,0.35,4,,39.2,GQJW,49,49,NO,,NO,HS200320,NO,S,,NO,,https://msimg.blob.core.windows.net/product/PYRHS200320.jpg,Safety Equipment,Helmets and Accessories,Helmet Shields,Helmet Shield - Amber - Pyrotect Ultra Sport Helmet - Each
PYRHS210020,Shield UltraSport Clear Anti-Fog,PYROTECT,59,41.97,10.4,7.05,5.8,0.39,4,,47.2,GQJW,59,59,NO,,NO,HS210020,NO,S,,NO,11/13/2023,https://msimg.blob.core.windows.net/product/PYRHS210020.jpg,Safety Equipment,Helmets and Accessories,Helmet Shields,Helmet Shield - Anti-Fog - Clear - Pyrotect Ultra Sport Helmet - Each
PYRHS210220,Shield UltraSport Dark Tint Anti-Fog,PYROTECT,59,41.97,10.3,7.1,4.6,0.35,3,,47.2,GQJW,59,59,NO,,NO,HS210220,NO,S,,NO,,https://msimg.blob.core.windows.net/product/PYRHS210220.jpg,Safety Equipment,Helmets and Accessories,Helmet Shields,Helmet Shield - Anti-Fog - Dark Smoke - Pyrotect Ultra Sport Helmet - Each
PYRHS210320,Shield UltraSport Amber Anti-Fog,PYROTECT,59,41.97,11.75,7.05,4.7,0.355,3,,47.2,GQJW,59,59,NO,,NO,HS210320,NO,S,,NO,,https://msimg.blob.core.windows.net/product/PYRHS210320.jpg,Safety Equipment,Helmets and Accessories,Helmet Shields,Helmet Shield - Anti-Fog - Amber - Pyrotect Ultra Sport Helmet - Each
PYRHS310020,Shield ProSport Clear Anti-Fog,PYROTECT,79,54.97,10.2,7.9,4.05,0.38,4,,63.2,GQJW,79,79,NO,,NO,HS310020,NO,S,,NO,,https://msimg.blob.core.windows.net/product/PYRHS310020.jpg,Safety Equipment,Helmets and Accessories,Helmet Shields,Helmet Shield - Anti-Fog - Clear - Pro Air Flow / Pro Sport Helmet - Each
PYRHS310220,Shield ProSport Dark Tint Anti-Fog,PYROTECT,79,54.97,10,6,5,0.35,1,,63.2,GQJW,79,79,NO,,NO,HS310220,NO,S,,NO,,https://msimg.blob.core.windows.net/product/PYRHS310220.jpg,Safety Equipment,Helmets and Accessories,Helmet Shields,Helmet Shield - Anti-Fog - Dark Smoke - Pro Air Flow / Pro Sport Helmet - Each
PYRHS310320,Shield ProSport Amber Anti-Fog,PYROTECT,99,68.97,10.5,9.35,4.9,0.4,2,,79.2,GQJW,99,99,NO,,NO,HS310320,NO,S,,NO,11/13/2023,https://msimg.blob.core.windows.net/product/PYRHS310320.jpg,Safety Equipment,Helmets and Accessories,Helmet Shields,Helmet Shield - Anti-Fog - Amber - Pro Air Flow / Pro Sport Helmet - Each
PYRIB100320,Underwear Bottom White Medium FIA,PYROTECT,109,75.97,11.7,10.95,1.65,0.47,2,,87.2,GQJW,109,109,NO,,NO,IB100320,NO,S,,NO,,,Safety Equipment,Safety Clothing,Fire Retardant Underwear Bottoms,Underwear Pant - FIA Approved - Fire Retardant - Nomex - White - Medium - Each
PYRIB100420,Underwear Bottom White Large FIA,PYROTECT,109,75.97,15.55,12.45,12.3,0.52,2,,87.2,GQJW,109,109,NO,,NO,IB100420,NO,S,,NO,,,Safety Equipment,Safety Clothing,Fire Retardant Underwear Bottoms,Underwear Pant - FIA Approved - Fire Retardant - Nomex - White - Large - Each
PYRIB100520,Underwear Bottom White X-Large FIA,PYROTECT,109,75.97,15.75,12.35,1.55,0.57,2,,87.2,GQJW,109,109,NO,,NO,IB100520,NO,S,,NO,,,Safety Equipment,Safety Clothing,Fire Retardant Underwear Bottoms,Underwear Pant - FIA Approved - Fire Retardant - Nomex - White - X-Large - Each
PYRIB300320,Underwear Bottom White Medium SFI-1,PYROTECT,49,34.97,12.15,11.45,1.4,0.625,2,,39.2,GQJW,49,49,NO,,NO,IB300320,NO,S,,NO,,,Safety Equipment,Safety Clothing,Fire Retardant Underwear Bottoms,Underwear Pant - SFI 3.3/1 - Fire Retardant - Nomex - White - Medium - Each
PYRIB300420,Underwear Bottom White Large SFI-1,PYROTECT,49,34.97,10,8,4,1,0,,39.2,GQJW,49,49,NO,,NO,IB300420,NO,S,,NO,,,Safety Equipment,Safety Clothing,Fire Retardant Underwear Bottoms,Underwear Pant - SFI 3.3/1 - Fire Retardant - Nomex - White - Large - Each
PYRIB300520,Underwear Bottom White X-Large SFI-1,PYROTECT,49,34.97,12,10.95,2.4,0.71,2,,39.2,GQJW,49,49,NO,,NO,IB300520,NO,S,,NO,,,Safety Equipment,Safety Clothing,Fire Retardant Underwear Bottoms,Underwear Pant - SFI 3.3/1 - Fire Retardant - Nomex - White - X-Large - Each
PYRIB400320,Underwear Bottom Black Medium SFI-1,PYROTECT,59,41.97,10,8,4,1,0,,47.2,GQJW,59,59,NO,,NO,IB400320,NO,S,,NO,,,Safety Equipment,Safety Clothing,Fire Retardant Underwear Bottoms,Underwear Pant - SFI 3.3/1 - Fire Retardant - Nomex - Black - Medium - Each
PYRIB400420,Underwear Bottom Black Large SFI-1,PYROTECT,59,41.97,11.5,10.2,1.1,0.75,2,,47.2,GQJW,59,59,NO,,NO,IB400420,NO,S,,NO,,,Safety Equipment,Safety Clothing,Fire Retardant Underwear Bottoms,Underwear Pant - SFI 3.3/1 - Fire Retardant - Nomex - Black - Large - Each
PYRIB400520,Underwear Bottom Black X-Large SFI-1,PYROTECT,59,41.97,12,11.15,1.9,0.875,2,,47.2,GQJW,59,59,NO,,NO,IB400520,NO,S,,NO,,,Safety Equipment,Safety Clothing,Fire Retardant Underwear Bottoms,Underwear Pant - SFI 3.3/1 - Fire Retardant - Nomex - Black - X-Large - Each
PYRIH100020,Head Sock Sport White SFI-1 Single Eyeport,PYROTECT,39,27.97,6,6,1.3,0.105,2,,31.2,GQJW,39,39,NO,,NO,IH100020,NO,S,,NO,,https://msimg.blob.core.windows.net/product/PYRIH100020.jpg,Safety Equipment,Safety Clothing,Head Socks,Head Sock - Sport - Single Eyeport - SFI 3.3A/1 - Single Layer - Nomex - White - One Size Fits All - Each
PYRIH100120,Head Sock Sport Black SFI-1 Single Eyeport,PYROTECT,39,27.97,8,6,4,1,0,,31.2,GQJW,39,39,NO,,NO,IH100120,NO,S,,NO,,https://msimg.blob.core.windows.net/product/PYRIH100120.jpg,Safety Equipment,Safety Clothing,Head Socks,Head Sock - Sport - Single Eyeport - SFI 3.3A/1 - Single Layer - Nomex - Black - One Size Fits All - Each
PYRIH100320,Head Sock Sport Black SFI-5 Single Eyeport,PYROTECT,59,41.97,8,6,4,1,0,,47.2,GQJW,59,59,NO,,NO,IH100320,NO,S,,NO,,https://msimg.blob.core.windows.net/product/PYRIH100320.jpg,Safety Equipment,Safety Clothing,Head Socks,Head Sock - Sport - Single Eyeport - SFI 3.3A/5 - Double Layer - Nomex - Black - One Size Fits All - Each
PYRIH200020,Head Sock Sport White FIA Approved Single Eye,PYROTECT,79,54.97,9.2,6.55,0.85,0.19,2,,63.2,GQJW,79,79,NO,,NO,IH200020,NO,S,,NO,,https://msimg.blob.core.windows.net/product/PYRIH200020.jpg,Safety Equipment,Safety Clothing,Head Socks,Head Sock - Pro-One - Single Eyeport - FIA Approved - Double Layer - Nomex - White - One Size Fits All - Each
PYRIS100220,Socks White Nomex Medium Sport SFI-1,PYROTECT,29,19.97,5.9,4.85,1.75,0.125,2,,23.2,GQJW,29,29,NO,,NO,IS100220,NO,S,,NO,,https://msimg.blob.core.windows.net/product/PYRIS100220.jpg,Safety Equipment,Safety Clothing,Socks,Socks - Sport Heavy Duty - SFI 3.3 - Nomex - White - Medium - Pair
PYRIS100320,Socks White Nomex Large Sport SFI-1,PYROTECT,29,19.97,6.4,5.2,1.45,0.105,2,,23.2,GQJW,29,29,NO,,NO,IS100320,NO,S,,NO,,https://msimg.blob.core.windows.net/product/PYRIS100320.jpg,Safety Equipment,Safety Clothing,Socks,Socks - Sport Heavy Duty - SFI 3.3 - Nomex - White - Large - Pair
PYRIS100420,Socks White Nomex X-Large Sport SFI-1,PYROTECT,29,19.97,9.6,4.95,1.05,0.135,2,,23.2,GQJW,29,29,NO,,NO,IS100420,NO,S,,NO,,https://msimg.blob.core.windows.net/product/PYRIS100420.jpg,Safety Equipment,Safety Clothing,Socks,Socks - Sport Heavy Duty - SFI 3.3 - Nomex - White - X-Large - Pair
